,Collection Month,No FICO DQ,No FICO Bal,LT 500 DQ,LT 500 Bal,501-600 DQ,501-600 Bal,601-700 DQ,601-700 Bal,701-800 DQ,701-800 Bal,801+ DQ,801+ Bal,Deal
0,2/28/2017,11449.78,485132.49,0,485132.49,754947.49,108775935.8,1097070.6,520535206.6,161729.67,399910369.3,0,199910080.1,CarMax Auto Owner Trust 2017-1
0,1/31/2017,0,490128.84,0,490128.84,50683.42,111443069.5,219304.9,533627493.8,0,412722487.9,0,206597715.8,CarMax Auto Owner Trust 2017-1
0,12/31/2016,0,498987.13,0,498987.13,0,113822621.1,0,546749838.3,0,426024161.7,0,213807934,CarMax Auto Owner Trust 2017-1
0,12/31/2016,0,428450.87,0,428450.87,0,98209150.33,0,474026368.2,0,368435574.2,0,186009135.6,CarMax Auto Owner Trust 2017-1
0,9/30/2018,102239.36,204018.63,14207.65,204018.63,2083058.92,50796560.62,4380476.47,239870275.8,464859.19,185540683.8,68450.83,93486672.27,CarMax Auto Owner Trust 2017-2
0,8/31/2018,53951.32,206158.04,0,206158.04,2266571.07,52292778.29,4367646.19,247823324,455057.66,192257401.6,57978.19,97100156.16,CarMax Auto Owner Trust 2017-2
0,7/31/2018,71574.39,209738.25,0,209738.25,2202321.59,53999402.99,4316904.42,256862247.4,493815.41,199294976.1,25466.38,101163287.8,CarMax Auto Owner Trust 2017-2
0,6/30/2018,95106.9,213962.8,25790.74,213962.8,2175022.11,55933955.09,4208767.21,265603288.4,349292.6,206224617.2,53430.41,104874892.1,CarMax Auto Owner Trust 2017-2
0,5/31/2018,126576.72,216601.19,26173.99,216601.19,2255063.95,57738847.68,4216600.91,274288978.5,421380.33,213071185.1,67179.7,108733935.5,CarMax Auto Owner Trust 2017-2
0,4/30/2018,112655.41,219710.15,48699.28,219710.15,2246555.12,59347725.2,4223570.74,283841385.5,320336.35,220845581.5,66360.64,112463096.2,CarMax Auto Owner Trust 2017-2
0,3/31/2018,60591.36,227734.97,49199.36,227734.97,1729811.76,61045721.52,3622125.42,293144916.5,359568.39,228522349.2,99314.86,116336493.1,CarMax Auto Owner Trust 2017-2
0,2/28/2018,64606.33,243648.84,49546.79,243648.84,2201867.99,62879475.96,4348692.59,303363205.8,456563.99,236933276.5,33890.98,120728674.7,CarMax Auto Owner Trust 2017-2
0,1/31/2018,87732.76,249283.64,50126.88,249283.64,2867975.78,64940380.64,5200356.11,312740349,559191.95,244393578.9,58549.38,124752006.1,CarMax Auto Owner Trust 2017-2
0,12/31/2017,99820.95,251706.9,22769.17,251706.9,2600172.43,66854698.6,4622788.11,322999987.7,556190.77,252233306.1,64725.53,128957590.3,CarMax Auto Owner Trust 2017-2
0,11/30/2017,92737.53,254970.32,31747.32,254970.32,2269983.23,68600047.98,4200979.57,332269442.6,498471.81,260138042.7,14640.59,132879122.9,CarMax Auto Owner Trust 2017-2
0,10/31/2017,47662.2,258308.83,23025.35,258308.83,2072659.37,70657507.08,3650714.86,342216248.4,339760.7,267674277.8,3359.39,136948541.3,CarMax Auto Owner Trust 2017-2
0,9/30/2017,43011.57,288239.31,0,288239.31,2300146.93,72867037.2,3135940.74,352272941.4,304317.18,275692638.5,16738.17,141765975.5,CarMax Auto Owner Trust 2017-2
0,8/31/2017,59846.73,291096.8,0,291096.8,1968921.95,74648667.61,3156930.55,362569709.8,337565.06,283828791.4,0,146076574.1,CarMax Auto Owner Trust 2017-2
0,7/31/2017,31488.23,294150.68,0,294150.68,1567340.2,76408576.61,2567727.14,373298433.7,181740.62,292837205.6,0,150719047.3,CarMax Auto Owner Trust 2017-2
0,6/30/2017,36187.48,318517.2,33092.63,318517.2,1247258.52,78304980.84,2051064.85,383942098.4,247320.94,301232544,0,154769010.9,CarMax Auto Owner Trust 2017-2
0,5/31/2017,10135.71,321024.8,0,321024.8,486150.84,79994996.71,1144753.81,393615955.6,213697.08,310303000.5,0,159574319,CarMax Auto Owner Trust 2017-2
0,4/30/2017,0,323412.99,0,323412.99,13936.25,81526577.87,44729.28,402496529.8,0,319451185.2,0,164463993.1,CarMax Auto Owner Trust 2017-2
0,3/31/2017,0,378665.94,0,378665.94,0,102985392.1,0,505644700.7,0,402925298.9,0,209013274.9,CarMax Auto Owner Trust 2017-2
0,3/31/2017,0,326463.68,0,326463.68,0,82852588.09,0,411740555.4,0,328440747.4,0,169361011.2,CarMax Auto Owner Trust 2017-2
0,9/30/2018,274407.53,348640.48,0,348640.48,3629701.66,82189309.5,5922224.78,366137724.4,518225.23,269178728.5,11382.62,126076419.7,CarMax Auto Owner Trust 2017-3
0,8/31/2018,274759.59,352629.41,0,352629.41,3932533.5,85062963.7,5482783.81,378008483.1,578196.78,278564699.6,32544.44,130659195,CarMax Auto Owner Trust 2017-3
0,7/31/2018,229247.46,358338.34,20088.05,358338.34,3652833.77,87681967.2,5081378.48,391574292.6,546634.22,288836743.3,32878.36,135330845.7,CarMax Auto Owner Trust 2017-3
0,6/30/2018,215245.07,364059.45,14880.9,364059.45,3505634.54,90547853.7,5352111.14,404548476.2,620415.36,299443119.4,13776.65,140350781.1,CarMax Auto Owner Trust 2017-3
0,5/31/2018,242410.33,370234.3,0,370234.3,3133099.25,93293799.6,4758425.63,418236212.1,695751.52,309555719.1,18896.61,145360009.9,CarMax Auto Owner Trust 2017-3
0,4/30/2018,163790.17,376674.69,0,376674.69,2684212.28,95980913.71,4684638.27,432882404.8,708331.25,320662651.1,48798.43,150589746.2,CarMax Auto Owner Trust 2017-3
0,3/31/2018,161566.21,382067.35,0,382067.35,2458342.35,98791503.38,4480877.41,447449864.5,380920.91,331662278,27382.15,155795786.3,CarMax Auto Owner Trust 2017-3
0,2/28/2018,302997.65,389092.48,0,389092.48,3090996.35,102047686.2,4668196.06,462965438.9,410660.1,344052195.1,34929.96,161699430,CarMax Auto Owner Trust 2017-3
0,1/31/2018,341970.12,416292.19,17567.03,416292.19,3586067.02,104853555.7,5340902.87,476993616.2,484382.69,355356877.6,26082.15,167054094,CarMax Auto Owner Trust 2017-3
0,12/31/2017,320885.32,422673.39,0,422673.39,2732352.05,107768977.9,4638113.19,492165388,579210.16,367479836.4,48064.8,172617034.7,CarMax Auto Owner Trust 2017-3
0,11/30/2017,284671.8,429089.34,0,429089.34,2272872.35,110678224.8,3976782.79,506126350.7,518460.86,379255005.5,19683.81,178089811,CarMax Auto Owner Trust 2017-3
0,10/31/2017,249224.34,448583.45,10248.57,448583.45,1967222.7,113770716.3,3318652.38,521169446.4,547734.67,392002022.9,0,183841319.9,CarMax Auto Owner Trust 2017-3
0,9/30/2017,205378.6,461414.48,10248.57,461414.48,2094979.09,117015999.3,3025109.33,536744341.5,455519.79,405529159.2,897.55,190015094.6,CarMax Auto Owner Trust 2017-3
0,8/31/2017,67177.2,467585.75,0,467585.75,1152344.07,119447126.2,1378852.98,551091925.6,269260.37,418309551.7,897.55,196306385.5,CarMax Auto Owner Trust 2017-3
0,7/31/2017,0,474518.29,0,474518.29,0,122194966.9,66176.02,566251439.6,0,432259195.7,0,203053311.9,CarMax Auto Owner Trust 2017-3
0,6/30/2017,0,483851.81,0,483851.81,0,124582378,0,580300725.5,0,445623484.5,0,209789080.8,CarMax Auto Owner Trust 2017-3
0,6/30/2017,0,364766.58,0,364766.58,0,100244114.8,0,463814988.4,0,356422372.5,0,167915260.4,CarMax Auto Owner Trust 2017-3
0,9/30/2018,0,11503154.64,207812.16,11503154.64,1430725.87,35516308.32,3037678.94,192694524.5,829891.14,296594024.4,203779.16,168596710.8,World Omni Auto Receivables Trust 2017-A
0,8/31/2018,0,11946671.8,99825.41,11946671.8,1378603.85,37406282.82,2725586.94,200914262.8,523195.81,307385396.2,108851.86,174382672.5,World Omni Auto Receivables Trust 2017-A
0,7/31/2018,0,12527868.08,197592.52,12527868.08,1247620.91,39406034.93,2747608.81,210589864.4,456188.08,319995754.3,55805.71,180892079.7,World Omni Auto Receivables Trust 2017-A
0,6/30/2018,0,13008973.1,104048.15,13008973.1,1071870.56,41389939.9,2907549.89,220619906,522122.36,332279815.2,63851.37,187477466.5,World Omni Auto Receivables Trust 2017-A
0,5/31/2018,0,13602036.51,124552.34,13602036.51,1029476.65,43206357.95,2756431.56,230089170.3,533247.46,344476870.8,143822.53,193869963.2,World Omni Auto Receivables Trust 2017-A
0,4/30/2018,0,14275554.69,168581.14,14275554.69,1110666.95,45481207.57,2763059.29,241418052,512028.31,357273809.3,136277.62,200592794.9,World Omni Auto Receivables Trust 2017-A
0,3/31/2018,0,14871727.59,134860.64,14871727.59,1101821.47,48121813.53,2914785.07,253764983.1,625769.66,370742132.4,72534.64,207686286,World Omni Auto Receivables Trust 2017-A
0,2/28/2018,0,15802240.04,323685.65,15802240.04,1504516.4,51194740.44,3819786.82,267209963.5,718801.04,384743372.7,100854.18,215014360.7,World Omni Auto Receivables Trust 2017-A
0,1/31/2018,0,16511419.2,224777.23,16511419.2,1580416.97,53494833.26,4036564.83,279128283.9,769187.63,398036942.3,63284.81,222061044.3,World Omni Auto Receivables Trust 2017-A
0,12/31/2017,0,17337456.3,147416.18,17337456.3,1430743.85,56338330.44,2803430.47,292212054,850493.07,412951547.6,65406.2,229693081.5,World Omni Auto Receivables Trust 2017-A
0,11/30/2017,0,18206605.71,120002.31,18206605.71,1146887.61,59073044.87,2417592.73,303871011.6,545583.73,426105977.8,40772.3,236665602.1,World Omni Auto Receivables Trust 2017-A
0,10/31/2017,0,18921993.24,126375.49,18921993.24,1373987.28,61432068.5,2503262.61,314526617.5,787742.46,440190566.6,82914.58,244120001.2,World Omni Auto Receivables Trust 2017-A
0,09-30-2018,0,7386776.870000007,2643.75,7386776.870000007,20653.49,14799266.619999992,1209064.1800000004,156712377.45000076,824610.8400000002,196013711.0500004,42726.37,86357676.62999988,Ally Auto Receivables Trust 2017-1
0,08-31-2018,10019.91,7756214.890000003,0,7756214.890000003,13405.98,15724293.379999988,951370.2999999996,163777250.23000067,698793.5900000001,204793089.26000014,58262.47,90685798.9200001,Ally Auto Receivables Trust 2017-1
0,07-31-2018,28613.17,8187594.43,0,8187594.43,0,16716519.13000002,1122610.73,171833545.85000032,692666.8,215148978.3700005,183333.36000000002,95741080.52999964,Ally Auto Receivables Trust 2017-1
0,06-30-2018,5618.58,8638102.499999994,0,8638102.499999994,15172.68,17781296.419999994,1058363.7200000002,180020979.92999956,590416.09,225933970.23999938,93554.35999999999,100947071.37000008,Ally Auto Receivables Trust 2017-1
0,05-31-2018,0,9137306.649999997,31842.850000000002,9137306.649999997,31740.89,18772951.87,748111.6399999999,188211346.0199999,815613.98,236027947.78999943,69018.08,105710220.45000014,Ally Auto Receivables Trust 2017-1
0,04-30-2018,12985.03,9580557.569999997,32168.07,9580557.569999997,41765.590000000004,19860373.22999997,944388.5399999997,197429546.20000046,787093.1500000005,247500611.97999892,103055.91,110798761.12000006,Ally Auto Receivables Trust 2017-1
0,03-31-2018,0,10057488.830000006,52769.64000000001,10057488.830000006,5904.93,20929190.439999986,871905.8199999998,205880318.90999863,605303.7700000001,259121410.16999948,92340.7,116159378.78999959,Ally Auto Receivables Trust 2017-1
0,02-28-2018,0,10598473.03999999,46311.950000000004,10598473.03999999,0,22029056.479999997,1031855.7099999996,215451073.82000092,622725.66,271009884.3700014,65576.39,122266923.75999986,Ally Auto Receivables Trust 2017-1
0,01-31-2018,13679.92,11060215.119999995,42698.69,11060215.119999995,0,23167426.100000013,1126262.84,224196235.84000042,1153826.4400000002,282404931.1100007,119186.91,127827544.18999939,Ally Auto Receivables Trust 2017-1
0,12-31-2017,0,11665618.060000002,0,11665618.060000002,0.0,24475022.25,1504960.92,233580965.2099994,1315679.4300000002,295175858.9699992,43064.5,134097679.6099992,Ally Auto Receivables Trust 2017-1
0,11-30-2017,0,12172385.120000008,0,12172385.120000008,16072.43,25872522.300000064,1186880.43,242104723.67000034,804591.2800000004,307165924.27999884,99323.73,139728281.89,Ally Auto Receivables Trust 2017-1
0,10-31-2017,0,12650767.849999987,9665.21,12650767.849999987,317.43,27155852.16000004,1293453.7999999998,251638788.77000022,852037.5000000001,319695251.66999865,105791.69,145746444.19999924,Ally Auto Receivables Trust 2017-1
0,09-30-2017,0,13211158.850000001,111071.79999999999,13211158.850000001,0.0,28603223.670000046,1052062.48,262623029.39999902,709739.76,333513275.69999844,110535.79,152501289.9199999,Ally Auto Receivables Trust 2017-1
0,08-31-2017,0,13711099.799999988,102284.67,13711099.799999988,0,29992633.700000044,1146661.9799999997,272284887.1900001,860224.6199999996,346975506.29000515,136924.28,158941497.2099997,Ally Auto Receivables Trust 2017-1
0,07-31-2017,0,14391897.44000001,65275.9,14391897.44000001,0,31497699.00000004,735217.78,283130318.02000076,732870.9699999997,361524269.3200001,82775.1,166402714.2300007,Ally Auto Receivables Trust 2017-1
0,06-30-2017,14028.35,14989224.43000001,38176.16,14989224.43000001,0,33066384.919999983,811379.7,294311628.0100003,680582.09,376930294.22999966,92807.94,173346756.1800012,Ally Auto Receivables Trust 2017-1
0,05-31-2017,14039.64,15675151.619999992,3468.7,15675151.619999992,0,34721663.53000005,610696.0799999998,305793198.0099983,568518.4700000002,391548663.2400026,35860.84,180569645.3100002,Ally Auto Receivables Trust 2017-1
0,04-30-2017,0,16313894.129999999,0,16313894.129999999,0,36497002.140000105,653006.86,317755960.3899992,644691.73,407208655.54999954,59975.83,188671456.97999972,Ally Auto Receivables Trust 2017-1
0,03-31-2017,0,16895034.199999977,56909.149999999994,16895034.199999977,0,38074683.94000002,475409.56000000006,328636507.9300005,443935.20999999996,422092602.19999844,0,195815400.0899992,Ally Auto Receivables Trust 2017-1
0,02-28-2017,0,17537063.250000007,56909.149999999994,17537063.250000007,0,39755000.66999999,481025.59,341514294.85999906,343391.27999999997,439144236.0900007,0,204182617.85999903,Ally Auto Receivables Trust 2017-1
0,09-30-2018,0,9227763.819999998,12924.52,9227763.819999998,25539.07,16941589.660000008,1137762.9799999997,150432912.61000046,837806.3099999998,198089293.3799996,68990.64,79443266.99999982,Ally Auto Receivables Trust 2017-2
0,08-31-2018,0,9740718.969999995,17718.32,9740718.969999995,2579.98,17921366.229999986,1067036.33,157308433.25000012,643941.9600000001,206788652.3000007,97676.28,83194265.40000014,Ally Auto Receivables Trust 2017-2
0,07-31-2018,0,10245884.360000001,16816.71,10245884.360000001,2579.98,18985548.260000024,940443.1499999998,164993451.20000017,703095.9500000003,216965283.650001,89048.74999999999,87824943.26,Ally Auto Receivables Trust 2017-2
0,06-30-2018,0,10766430.340000005,13760.44,10766430.340000005,0,20245807.820000015,993628.3500000002,172453933.15000042,831734.9099999999,227048677.6600009,119894.13000000002,92644254.69999988,Ally Auto Receivables Trust 2017-2
0,05-31-2018,0,11286454.649999999,20807.3,11286454.649999999,13201.64,21456831.390000004,732606.0899999997,179989384.1100001,488163.5599999999,237033803.28000087,86262.51,97304556.17999949,Ally Auto Receivables Trust 2017-2
0,04-30-2018,0,11867554.520000007,37169.600000000006,11867554.520000007,28414.18,22776724.33000003,748316.3200000001,187922024.88000184,547118.4800000001,247635271.35000086,80737.59999999999,102193553.36000006,Ally Auto Receivables Trust 2017-2
0,03-31-2018,1825.83,12518349.19,6507.69,12518349.19,11806.6,24075287.739999976,924529.7899999998,196446226.56999934,541304.8399999999,258774978.1899987,69417.29999999999,107518259.26999989,Ally Auto Receivables Trust 2017-2
0,02-28-2018,1825.83,13158831.129999988,40769.520000000004,13158831.129999988,59933.009999999995,25484458.619999975,945584.5100000002,205375217.65000033,781187.7799999998,270744487.58000106,69563.45999999999,112949344.29999982,Ally Auto Receivables Trust 2017-2
0,01-31-2018,7684.6,13666260.29999999,0,13666260.29999999,51517.600000000006,26765488.52999996,1336063.3600000006,213478848.6799988,811993.0199999999,282064223.829999,82011.7,117988847.0200005,Ally Auto Receivables Trust 2017-2
0,12-31-2017,13398.740000000002,14429041.260000013,15613.92,14429041.260000013,6677.29,28253993.510000024,1058852.8,222427678.94000044,1137252.24,294559630.1999975,98101.21999999999,123852104.74999987,Ally Auto Receivables Trust 2017-2
0,11-30-2017,0,15011970.069999978,60024.42,15011970.069999978,0,29872600.26999996,937292.0600000003,231209630.66999927,842581.2500000002,305899548.61000043,118578.37999999999,129285011.41999994,Ally Auto Receivables Trust 2017-2
0,10-31-2017,21796.64,15599154.60999999,18555.95,15599154.60999999,24845.829999999998,31450122.770000048,875490.63,240376244.5500002,820374.9500000001,318385436.7599991,138314.67,135228737.69000039,Ally Auto Receivables Trust 2017-2
0,09-30-2017,0,16261379.500000004,18699.76,16261379.500000004,0,33176731.78000005,1002078.2499999997,250111556.90000144,573725.43,332088718.47000146,175223.99000000002,141680037.68999955,Ally Auto Receivables Trust 2017-2
0,08-31-2017,8195.74,16952099.799999997,0,16952099.799999997,0,34796768.660000004,834770.77,259333896.0900006,743596.4899999999,345119195.6299989,80651.23,147572153.26000088,Ally Auto Receivables Trust 2017-2
0,07-31-2017,8195.74,17705844.680000026,0,17705844.680000026,0,36639804.58999996,729255.4099999998,269931327.0299998,726281.3999999999,358825831.7900009,121259.41,154645374.86999986,Ally Auto Receivables Trust 2017-2
0,06-30-2017,0,18495283.52000003,19427.58,18495283.52000003,16792.38,38578370.05999995,533912.92,279527678.53999877,551000.79,372747015.8800015,74990.71,161555893.2499998,Ally Auto Receivables Trust 2017-2
0,05-31-2017,0,19391354.70000001,8158.18,19391354.70000001,16792.38,40481755.84000004,443098.4899999999,290456032.7099995,335641.43,387381849.0700013,37082.35,168621402.16000012,Ally Auto Receivables Trust 2017-2
0,04-30-2017,0,20302806.529999968,0,20302806.529999968,0,42871235.260000005,497011.57,301375652.8999994,207203.16,403302383.5600002,67431.7,176373963.81000155,Ally Auto Receivables Trust 2017-2
0,03-31-2017,0,21023252.85999998,0,21023252.85999998,0,44842166.989999965,33263.86,311264498.7800014,59643.119999999995,417874266.83999836,11961.76,183610690.00000015,Ally Auto Receivables Trust 2017-2
0,02-28-2017,0,21837120.27,0,21837120.27,0,47013450.11999983,0,322614315.07000077,0,434512195.2200013,0,192100192.40999913,Ally Auto Receivables Trust 2017-2
0,09-30-2018,643.3,9972098.499999996,23757.47,9972098.499999996,18927.39,20436278.599999994,1437611.8499999994,181336802.2999997,823094.8000000004,209414383.1399995,13212.67,92953137.30000044,Ally Auto Receivables Trust 2017-3
0,08-31-2018,0,10499487.219999995,23899.47,10499487.219999995,995.54,21705738.219999988,1264987.5599999996,188884327.0900011,653642.06,218679463.57999992,31097.740000000005,97406693.8999998,Ally Auto Receivables Trust 2017-3
0,07-31-2018,0,11045719.669999985,44280.54,11045719.669999985,0,23065878.29000003,1499419.6199999994,197281070.45000005,686545.8,229358888.08000046,92394.10999999999,102782911.08999987,Ally Auto Receivables Trust 2017-3
0,06-30-2018,0,11570213.740000004,0,11570213.740000004,0,24446885.07999997,1485502.32,206241370.3500004,594682.4900000001,240093162.15999925,22649.839999999997,107989646.40999988,Ally Auto Receivables Trust 2017-3
0,05-31-2018,0,12130828.609999992,21545.16,12130828.609999992,0,25764174.920000006,1165196.44,215695318.05000067,516381.07,250895869.47000024,56044.14,113331293.99999978,Ally Auto Receivables Trust 2017-3
0,04-30-2018,0,12678967.090000002,25798.670000000002,12678967.090000002,37347.42,27225165.590000022,1514364.6,224864918.69,539459.7500000001,262321759.98000082,39832.56,119153609.0799998,Ally Auto Receivables Trust 2017-3
0,03-31-2018,14566.08,13308603.659999989,0,13308603.659999989,32800.39,28775862.28000002,1101481.1,234327990.51000017,540384.28,274253972.8100004,57142.82000000001,125109014.77000025,Ally Auto Receivables Trust 2017-3
0,02-28-2018,14566.08,13962424.849999998,20564.61,13962424.849999998,10029.8,30342898.650000043,1477641.6700000002,244231519.29999977,411251.65000000014,286543307.7799988,97567.31,131288289.92000012,Ally Auto Receivables Trust 2017-3
0,01-31-2018,0,14572914.559999987,826.73,14572914.559999987,32373.9,31889054.989999972,1346779.4,253329116.58999962,652330.3099999999,298236365.5699996,106058.12,137283442.58999982,Ally Auto Receivables Trust 2017-3
0,12-31-2017,15210.56,15251945.87999999,39387.21000000001,15251945.87999999,0,33709256.19,1600237.6399999997,263966095.03000116,718300.3400000002,310995795.0699997,116348.88,143729767.8099999,Ally Auto Receivables Trust 2017-3
0,11-30-2017,0,15986591.269999994,29460.49,15986591.269999994,0,35481830.26999999,1321536.14,273158480.5600008,722556.93,323561206.0199984,100802.41,150228673.50999993,Ally Auto Receivables Trust 2017-3
0,10-31-2017,0,16613665.12999999,0,16613665.12999999,0,37331236.19000008,1469466.06,283732469.8800002,723768.21,336868200.3099986,24842.550000000003,156901967.65000033,Ally Auto Receivables Trust 2017-3
0,09-30-2017,0,17289048.46000001,0,17289048.46000001,0,39386372.17999998,1269703.2800000003,294999543.6599996,681543.1700000002,351397691.57999957,4108.06,164148656.82999992,Ally Auto Receivables Trust 2017-3
0,08-31-2017,0,18003086.489999987,11614.31,18003086.489999987,30345.92,41496658.24000006,1072158.8899999997,306124958.34999865,603218.24,364930242.55000013,4108.06,171647968.50999957,Ally Auto Receivables Trust 2017-3
0,07-31-2017,0,18817518.69000002,0,18817518.69000002,32625.06,43600463.92,1039493.22,318181634.46999764,369154.0,379644770.50000197,0,179312534.82000026,Ally Auto Receivables Trust 2017-3
0,06-30-2017,10606.72,19518896.22000002,18116.61,19518896.22000002,27514.65,45623634.23000005,631745.3900000001,329423789.470001,288616.6,395030979.96999794,0,186987835.00000083,Ally Auto Receivables Trust 2017-3
0,05-31-2017,0,20217148.04999999,0,20217148.04999999,0,47800319.98999996,26593.579999999998,341259817.2499994,0,410135151.07000124,0,194906614.68000048,Ally Auto Receivables Trust 2017-3
0,04-30-2017,0,21086725.049999997,0,21086725.049999997,0,50185330.10999999,0,354534182.31999904,0,427189170.41000193,0,203743628.1100002,Ally Auto Receivables Trust 2017-3
0,09-30-2018,19745.260000000002,11767319.260000015,27558.34,11767319.260000015,21396.29,24312683.41999999,1473007.3099999998,217176762.670002,684338.3200000001,267285808.68999946,123530.94,110544051.44000025,Ally Auto Receivables Trust 2017-4
0,08-31-2018,25840.77,12290920.389999995,9539.63,12290920.389999995,0,25505755.889999975,1235872.9200000002,225211743.6100027,684406.4099999999,278303305.7600004,92086.39,115467447.86000015,Ally Auto Receivables Trust 2017-4
0,07-31-2018,25925.629999999997,12877846.07999997,10380.66,12877846.07999997,0,26837725.849999983,1315677.7599999995,234605615.08000037,667982.08,290841657.48000026,114466.37999999998,121063811.83999999,Ally Auto Receivables Trust 2017-4
0,06-30-2018,26147.129999999997,13529851.399999999,21802.4,13529851.399999999,0,28306528.980000023,1516248.3499999999,244412869.36000234,633334.9399999998,303097756.5200001,106842.48000000001,126886884.17000012,Ally Auto Receivables Trust 2017-4
0,05-31-2018,21518.36,14158480.879999993,10306.02,14158480.879999993,22468.32,29744136.26999996,1342880.7700000003,254037423.9600009,611930.88,315972161.2700004,65122.07000000001,132616586.34999944,Ally Auto Receivables Trust 2017-4
0,04-30-2018,14016.97,14859839.780000009,51127.920000000006,14859839.780000009,37628.09,31514140.14999999,1141870.9499999993,263930063.39999983,514742.65,329428850.52000064,53119.09,138424266.99999967,Ally Auto Receivables Trust 2017-4
0,09-30-2018,3091336.350000001,16043904.270000003,1169330.7400000002,16043904.270000003,13161302.239999998,240400151.29000008,11039381.079999996,247639733.65999994,814261.3900000001,29982368.899999965,86466.16,8948294.740000002,Santander Drive Auto Receivables Trust 2017-1
0,08-31-2018,3058880.8400000012,16600347.300000003,1176131.1400000001,16600347.300000003,12535194.480000002,250593817.74000162,10339854.390000004,258387686.94999814,940175.0900000001,31279860.679999974,139386.12,9264140.509999992,Santander Drive Auto Receivables Trust 2017-1
0,07-31-2018,2876038.260000001,17479744.209999997,1201176.1999999997,17479744.209999997,11958602.930000016,261509163.40000015,10079149.999999998,270044914.0799992,923821.4399999998,32736595.030000012,205218.33000000002,9615431.369999995,Santander Drive Auto Receivables Trust 2017-1
0,06-30-2018,2601214.08,18361489.889999963,1087729.54,18361489.889999963,10552079.420000011,272324306.2899996,9203592.149999995,280715125.8799987,896196.9199999999,34044995.669999994,162245.05,9985764.910000019,Santander Drive Auto Receivables Trust 2017-1
0,05-31-2018,2812019.5200000005,19264847.47999997,1217261.77,19264847.47999997,10016828.670000006,282809532.0399993,8425097.060000002,291644077.70999974,768065.69,35597686.42000007,208224.06999999995,10333682.210000006,Santander Drive Auto Receivables Trust 2017-1
0,04-30-2018,2656353.4899999998,19953657.12000001,839763.3600000002,19953657.12000001,10042606.420000006,293901724.49999905,7871141.890000004,303209613.2299982,646047.98,36926390.279999994,147200.78999999998,10729680.73,Santander Drive Auto Receivables Trust 2017-1
0,03-31-2018,2826685.1599999997,20788016.670000013,1036353.3000000003,20788016.670000013,10974594.350000013,305712288.11999923,9291496.290000008,316224626.07999796,703016.1799999999,38212075.72999996,59987.659999999996,11117906.160000004,Santander Drive Auto Receivables Trust 2017-1
0,02-28-2018,3903481.5400000033,21707212.369999994,1361945.5100000002,21707212.369999994,14230407.190000016,318776913.1799997,11120207.640000004,330778477.0099998,919760.8999999999,39886792.04999988,110746.28,11491903.020000003,Santander Drive Auto Receivables Trust 2017-1
0,01-31-2018,4290874.6099999985,22544555.549999975,1494829.05,22544555.549999975,15651490.989999996,330532973.00000054,11650105.029999997,344064444.3500019,1488938.6399999997,41552921.160000026,232358.42,11872362.220000003,Santander Drive Auto Receivables Trust 2017-1
0,12-31-2017,4052376.300000002,23502279.519999992,1649430.4000000004,23502279.519999992,15870500.889999991,342800371.96000016,12551906.510000004,357029441.97000194,1589160.4899999998,43712275.29,197578.42,12388933.030000001,Santander Drive Auto Receivables Trust 2017-1
0,11-30-2017,4553205.319999999,24457887.249999974,1613587.2,24457887.249999974,15356931.829999994,355681843.17999876,11652619.12999999,370627672.83999825,1258697.85,45196620.94000011,204661.16,12737024.090000007,Santander Drive Auto Receivables Trust 2017-1
0,10-31-2017,3917958.260000001,25526157.539999947,1422410.4799999995,25526157.539999947,13882890.83,369317574.7299994,9686924.069999991,388102682.2000019,1031037.53,47573885.55,138651.85000000003,13279016.440000007,Santander Drive Auto Receivables Trust 2017-1
0,09-30-2017,3574214.9099999997,26616061.739999946,1603844.21,26616061.739999946,13167242.270000001,382000637.66000015,8608361.269999998,401867456.2400027,865981.47,49474567.92999992,66757.97,13728089.87,Santander Drive Auto Receivables Trust 2017-1
0,08-31-2017,3706254.26,27583167.189999983,1739590.540000001,27583167.189999983,13372586.180000009,394176394.8800004,9531315.900000002,415956625.9599998,1006447.4900000003,51028984.99000002,89110.62,14149631.480000006,Santander Drive Auto Receivables Trust 2017-1
0,07-31-2017,4125019.6099999994,28642961.97999992,1454072.9799999997,28642961.97999992,13615651.560000012,407330919.9600005,10235607.739999993,431026606.64999825,1018559.1700000002,52958139.120000005,128426.06,14620597.490000011,Santander Drive Auto Receivables Trust 2017-1
0,06-30-2017,4233818.57,29587676.319999944,1410106.009999999,29587676.319999944,13137988.439999992,419908555.6300008,9187581.079999994,444982016.78000295,975728.3899999999,54637672.18999993,117285.20999999999,14997531.950000001,Santander Drive Auto Receivables Trust 2017-1
0,05-31-2017,4375394.660000001,30673419.45000003,1352678.7399999995,30673419.45000003,10606253.309999993,432653616.35000134,8092305.319999996,459090979.3300027,928357.2100000001,56934561.540000014,75141.01000000001,15416384.059999993,Santander Drive Auto Receivables Trust 2017-1
0,04-30-2017,3208540.7600000016,31688944.14000004,908907.6700000003,31688944.14000004,8222155.0299999975,445513060.6000033,6678109.190000005,474168235.8800007,933442.02,58822069.1,109238.48,15878372.6,Santander Drive Auto Receivables Trust 2017-1
0,03-31-2017,1398108.5100000002,32476101.130000025,594487.61,32476101.130000025,4235410.44,454893436.0100025,3337853.750000002,485802150.3600002,436177.94,60359526.339999914,100247.88,16287284.030000003,Santander Drive Auto Receivables Trust 2017-1
