,Collection Month,No FICO DQ,No FICO Bal,LT 500 DQ,LT 500 Bal,501-600 DQ,501-600 Bal,601-700 DQ,601-700 Bal,701-800 DQ,701-800 Bal,801+ DQ,801+ Bal,Deal
0,02-28-2017,55926.32,33332201.33000006,17613.38,33332201.33000006,222926.38999999998,464687985.6399995,193275.03,497586770.2800001,0,61903864.919999965,0,16821161.560000014,Santander Drive Auto Receivables Trust 2017-1
0,01-31-2017,0,33930821.60999995,0,33930821.60999995,0,472074911.740002,0,506607522.5700007,0,63579544.90999999,0,17119693.030000027,Santander Drive Auto Receivables Trust 2017-1
0,09-30-2018,6461418.28,35383895.20999999,3061088.27,35383895.20999999,20820192.759999994,318373554.84999996,10979759.690000022,278476917.09999883,1719119.8099999994,61481980.1599999,241920.08000000002,19307258.31000001,Santander Drive Auto Receivables Trust 2017-2
0,08-31-2018,5922177.1999999955,37012549.31000005,3270656.7500000014,37012549.31000005,18552202.78,330733937.67999864,10872478.250000011,290893542.0400001,1248702.5299999998,64070088.09000001,211018.47000000003,20106063.470000014,Santander Drive Auto Receivables Trust 2017-2
0,07-31-2018,5825038.070000003,38786391.379999995,3069379.7,38786391.379999995,18513771.32000001,345408329.58000124,10767993.060000006,304051310.48000026,1541497.18,67173173.62000003,235067.07000000004,20870441.02000001,Santander Drive Auto Receivables Trust 2017-2
0,06-30-2018,5130128.340000003,40074151.69000008,2626318.7,40074151.69000008,16441988.519999994,358656185.61000246,9884541.499999994,316598874.69000137,1159939.0299999996,70249767.19999991,131961.65,21594034.549999997,Santander Drive Auto Receivables Trust 2017-2
0,05-31-2018,5203545.089999999,41612627.9,2572542.259999999,41612627.9,16151280.749999985,372519714.5199996,8833131.549999986,330463631.0800013,1225992.94,73236053.44000009,240640.12,22427948.939999986,Santander Drive Auto Receivables Trust 2017-2
0,04-30-2018,4736204.249999997,43385340.27000009,2613296.160000001,43385340.27000009,15404005.770000005,387006592.15999985,8818820.420000002,345575509.309996,971277.0399999999,76457824.4700001,150221.43,23196495.109999985,Santander Drive Auto Receivables Trust 2017-2
0,03-31-2018,5020244.939999999,44979047.29999997,2862524.4999999986,44979047.29999997,16362964.54000002,401980296.31999916,9164223.050000012,361983686.48999923,1119795.35,79868133.39000022,204113.42999999996,24105453.71,Santander Drive Auto Receivables Trust 2017-2
0,02-28-2018,6388700.02,46762783.180000074,3451873.009999997,46762783.180000074,18869376.71000001,419316296.43000096,11926909.760000013,379827619.21999705,1333537.5599999998,83289505.38999985,300917.84,25127480.59,Santander Drive Auto Receivables Trust 2017-2
0,01-31-2018,6859355.659999996,48305672.930000104,3253951.4499999993,48305672.930000104,19821845.879999995,434093265.9499994,11423511.790000008,395433883.27000046,1517908.4100000006,86640412.41,165503.22999999998,26000498.71999997,Santander Drive Auto Receivables Trust 2017-2
0,12-31-2017,6548763.799999999,50044692.24000013,3190575.810000001,50044692.24000013,18870671.139999997,448319985.6299982,10408639.040000012,409467923.0099997,1579322.6200000003,90364902.10999994,111435.91,26957215.38999996,Santander Drive Auto Receivables Trust 2017-2
0,11-30-2017,6088156.660000004,51653143.2700001,2907670.2599999993,51653143.2700001,18408753.420000013,463478418.4700023,11261256.090000004,425384823.5000005,1508883.62,93423761.68999979,233330.18,27832295.25999998,Santander Drive Auto Receivables Trust 2017-2
0,10-31-2017,7031082.700000006,53644815.770000085,3048502.7999999993,53644815.770000085,18764901.609999977,482894848.3499994,11036099.680000007,445367159.7899995,1028160.2599999999,99653971.97000016,182588.53999999998,29664121.419999994,Santander Drive Auto Receivables Trust 2017-2
0,09-30-2017,7804082.970000008,55615740.820000015,3493567.0000000005,55615740.820000015,19211860.949999988,498988392.5400002,10628936.099999994,462423825.45000124,1452652.04,103889428.18999968,137969.9,30635038.049999975,Santander Drive Auto Receivables Trust 2017-2
0,08-31-2017,8944205.669999998,57623860.52000006,3815629.0200000005,57623860.52000006,18138184.74999999,515148150.26000017,10126871.939999996,479123315.0300053,1487118.8699999996,108014358.52999997,109460.64,31569190.87000004,Santander Drive Auto Receivables Trust 2017-2
0,07-31-2017,8183742.319999998,59476628.35000009,2884275.0,59476628.35000009,14238319.770000007,530601685.5300005,8134642.94,496117283.4400014,1155068.8099999998,112177425.3100001,183170.44000000003,32816695.89000001,Santander Drive Auto Receivables Trust 2017-2
0,06-30-2017,3243047.3600000003,60534845.469999954,1352539.14,60534845.469999954,6182381.55,541954281.3700029,4125944.8299999996,510701624.92999864,570297.1399999999,115831679.90999982,46711.37,33860983.479999945,Santander Drive Auto Receivables Trust 2017-2
0,05-31-2017,0,61432959.29999992,19268.48,61432959.29999992,31032.18,551760009.5400017,44011.85,524279914.3799998,37054.33,119150815.28999998,0,34888315.16999999,Santander Drive Auto Receivables Trust 2017-2
0,04-30-2017,0,49712891.87999993,0,49712891.87999993,0,449099642.90000004,0,431608996.88000274,0,98354627.26000005,0,28267814.790000014,Santander Drive Auto Receivables Trust 2017-2
0,04-30-2017,0,62296511.139999986,0,62296511.139999986,0,560878279.6300011,0,537979020.2400048,0,122687990.55999994,0,36067416.31000007,Santander Drive Auto Receivables Trust 2017-2
0,09-30-2018,3391425.269999999,26714953.320000008,2207141.800000001,26714953.320000008,16583047.09999999,306995492.7399997,9734006.510000007,247300381.82999986,814071.11,46569016.589999914,187446.50999999998,17039041.740000002,Santander Drive Auto Receivables Trust 2017-3
0,08-31-2018,3343811.799999999,27891265.239999965,2112907.4700000007,27891265.239999965,15637945.940000007,318971397.19999766,9116938.610000009,257276811.3600018,983724.5999999997,48560391.610000096,148538.61000000002,17655839.619999994,Santander Drive Auto Receivables Trust 2017-3
0,07-31-2018,3827320.109999999,29049441.349999957,2168187.480000001,29049441.349999957,14586795.97,332286120.3600016,9378807.43,268774947.90999913,976771.43,50802798.819999956,207313.01,18195971.480000008,Santander Drive Auto Receivables Trust 2017-3
0,06-30-2018,3631661.149999999,30130584.539999973,1774111.7900000005,30130584.539999973,13394407.900000008,344670831.9400004,7614046.04,279418054.9100016,1043834.61,52622002.03000005,227439.72999999998,18763560.069999993,Santander Drive Auto Receivables Trust 2017-3
0,05-31-2018,3117914.0300000007,31176828.439999968,1620406.2500000007,31176828.439999968,11936903.83,356030337.2000011,6777711.8500000015,289780254.58000165,770796.44,54984174.489999995,223711.26999999996,19479315.310000006,Santander Drive Auto Receivables Trust 2017-3
0,04-30-2018,2433805.860000002,32258510.169999976,1228902.63,32258510.169999976,9806191.569999993,367862518.7200012,5841335.19,301307395.9800007,408176.6499999999,56779311.06999994,186540.28,20078456.74000002,Santander Drive Auto Receivables Trust 2017-3
0,03-31-2018,2533912.3500000006,33406813.930000026,1398677.1399999992,33406813.930000026,10260778.019999992,379504584.3100017,5916943.719999996,312180792.91000134,709642.2600000001,58713202.669999994,92839.43,20566729.64000001,Santander Drive Auto Receivables Trust 2017-3
0,02-28-2018,3578147.3500000015,34831359.62999991,1857306.3699999994,34831359.62999991,13282173.390000006,393254311.18000054,7480730.159999998,324305793.5899995,760162.3499999999,60896248.95999997,201106.68,21168032.989999983,Santander Drive Auto Receivables Trust 2017-3
0,01-31-2018,4523957.04,36131329.53999996,2101366.319999999,36131329.53999996,16098569.820000008,407032112.06999856,8527863.14,335794532.6299994,878007.7899999999,63129722.58,298914.29,21775693.46999999,Santander Drive Auto Receivables Trust 2017-3
0,12-31-2017,4533123.09,37704299.63000006,2097530.8899999997,37704299.63000006,16315791.960000003,421539060.5399966,8799344.259999989,347121278.7800008,1010677.67,65642644.33000004,236033.62999999998,22268738.97999996,Santander Drive Auto Receivables Trust 2017-3
0,11-30-2017,4218347.819999998,38759750.8399999,1613033.7299999997,38759750.8399999,12612963.47,433949608.7199983,7120976.119999997,357461370.37000084,1013344.5099999999,67703821.9899999,103297.98000000001,22773338.369999997,Santander Drive Auto Receivables Trust 2017-3
0,10-31-2017,1813604.040000001,39342873.72,730280.6200000003,39342873.72,5390727.819999994,443878053.7899985,3266451.3299999996,367477198.1499989,426541.75,70332123.55999994,48702.39,23430702.850000013,Santander Drive Auto Receivables Trust 2017-3
0,09-30-2017,41410.619999999995,39967511.64999994,22596.34,39967511.64999994,113099.47,451715913.9799993,88732.62,375185744.5700022,0,72112579.76000005,0,24040548.309999973,Santander Drive Auto Receivables Trust 2017-3
0,08-31-2017,0,40612941.7399999,0,40612941.7399999,0,458398433.7499999,0,382044939.91000235,0,73845410.68999991,0,24526869.070000038,Santander Drive Auto Receivables Trust 2017-3
0,09-30-2018,30199.39,537639.54,0,537639.54,0,7259864.230000004,709687.6900000001,195057155.43999964,758099.3200000002,413397535.7200036,75981.33,359794230.73,GM Financial Consumer Automobile Receivables Trust 2018-1
0,08-31-2018,30409.64,573377.0099999999,0,573377.0099999999,0,7394355.410000001,565049.0800000001,200982164.3099994,443349.2000000001,426466695.5300001,49837.69,372123685.52000016,GM Financial Consumer Automobile Receivables Trust 2018-1
0,07-31-2018,0,583054.2899999999,15236.93,583054.2899999999,47923.03999999999,7650698.939999997,675605.3699999999,208127879.86999995,280343.99,442260084.95999837,168085.37,385267717.63999903,GM Financial Consumer Automobile Receivables Trust 2018-1
0,06-30-2018,0,590961.5500000003,0,590961.5500000003,42119.72,7844407.729999994,696252.6799999999,214520656.3700008,304961.09,456390670.06999916,122185.07,397991323.0199985,GM Financial Consumer Automobile Receivables Trust 2018-1
0,05-31-2018,0,599653.9700000001,15482.8,599653.9700000001,104237.79000000001,8086441.979999996,719828.9599999998,221243028.97000077,547781.1900000001,471381490.97000104,151144.08000000002,411132368.10999995,GM Financial Consumer Automobile Receivables Trust 2018-1
0,04-30-2018,2194.51,613480.5700000002,0,613480.5700000002,51240.350000000006,8296581.859999996,686413.55,227967142.95,368907.24,486902083.60000163,27327.21,424290450.46999836,GM Financial Consumer Automobile Receivables Trust 2018-1
0,03-31-2018,0,622157.2000000003,0,622157.2000000003,134149.61,8549663.750000002,849085.2000000002,234670045.05999947,360291.49000000005,502717831.96999955,36161.08,437672026.19000065,GM Financial Consumer Automobile Receivables Trust 2018-1
0,02-28-2018,0,653010.7499999999,0,653010.7499999999,104924.44,8835496.37,662486.0,242093598.40999904,551853.5599999999,519820119.0600001,102941.0,453213001.1299999,GM Financial Consumer Automobile Receivables Trust 2018-1
0,01-31-2018,0,661268.5400000002,0,661268.5400000002,30216.99,9099946.49,781049.11,248416670.27999973,577515.6599999999,535497270.44999975,143235.64,467850902.6799994,GM Financial Consumer Automobile Receivables Trust 2018-1
0,12-31-2017,0,668919.61,0,668919.61,52143.52,9368868.65000001,533.35,255517114.62000003,61147.9,551491155.9300001,0,483064659.2599993,GM Financial Consumer Automobile Receivables Trust 2018-1
0,11-30-2017,0,676410.4300000003,0,676410.4300000003,0,9626069.880000012,0,262904374.4399992,0,568131555.9800042,0,500682473.5499985,GM Financial Consumer Automobile Receivables Trust 2018-1
0,09-30-2018,25439.24,771278.34,0,771278.34,124883.23999999999,7235604.380000003,567472.3199999998,214628509.23000094,578321.8,465449448.000001,14884.91,416935691.37999934,GM Financial Consumer Automobile Receivables Trust 2018-2
0,08-31-2018,25669.37,781948.3400000002,12460.03,781948.3400000002,19538.78,7428063.09,715276.0699999998,220759751.19000015,618129.3899999999,477773401.14000106,0,428196365.67000055,GM Financial Consumer Automobile Receivables Trust 2018-2
0,07-31-2018,42943.3,812428.4,12460.03,812428.4,68761.05,7577857.229999999,489122.02,227609672.90000048,467209.62999999995,492253429.8399977,17902.29,441176146.20999855,GM Financial Consumer Automobile Receivables Trust 2018-2
0,06-30-2018,0,822964.95,12460.03,822964.95,27090.74,7825893.769999994,499914.88000000006,234095768.6899998,422088.2099999999,505907331.50000006,42638.97,453883746.93000066,GM Financial Consumer Automobile Receivables Trust 2018-2
0,05-31-2018,0,837265.8,0,837265.8,126240.2,8000971.6599999955,623780.8300000001,240536818.7399997,501205.82000000007,520400938.26999766,73556.39,468291449.2199997,GM Financial Consumer Automobile Receivables Trust 2018-2
0,04-30-2018,25601.38,885385.3600000001,0,885385.3600000001,14108.76,8235612.420000001,283353.35,246759725.8100006,306304.6500000001,535287789.4699986,87474.07,482423268.78000015,GM Financial Consumer Automobile Receivables Trust 2018-2
0,03-31-2018,0,898137.2899999997,0,898137.2899999997,0,8457942.390000006,84428.03,253317457.1400008,33186.24,550116562.6699978,0,498976231.9800017,GM Financial Consumer Automobile Receivables Trust 2018-2
0,02-28-2018,0,912161.1299999998,0,912161.1299999998,0,8595466.049999991,0,260319716.6400003,0,566756296.0400027,0,517195083.4300003,GM Financial Consumer Automobile Receivables Trust 2018-2
0,09-30-2018,4818.52,1029980.9500000003,19130.73,1029980.9500000003,22590.78,9034155.030000001,608853.7100000001,259955722.26999992,845308.8199999997,503588234.42999744,56129.87,415041247.919998,GM Financial Consumer Automobile Receivables Trust 2018-3
0,08-31-2018,4818.52,1107839.07,56592.92,1107839.07,18684.1,9242486.76,846572.85,266756837.35999975,441082.28,518047319.1500001,88486.32,428801524.55000025,GM Financial Consumer Automobile Receivables Trust 2018-3
0,06-30-2018,0,1178883.02,0,1178883.02,0,9661864.489999996,91730.25,281259981.2100002,0,550796362.1800029,0,461905612.6000006,GM Financial Consumer Automobile Receivables Trust 2018-3
0,07-31-2018,4818.52,1147139.72,0,1147139.72,75922.64,9454659.01999999,489074.04000000004,274280729.27000046,364802.29,534374910.98000115,118399.40000000001,444414673.5299988,GM Financial Consumer Automobile Receivables Trust 2018-3
0,05-31-2018,0,1213088.6800000004,0,1213088.6800000004,0,9897326.220000004,0,288540298.63999987,0,569591413.5599996,0,483313298.0200027,GM Financial Consumer Automobile Receivables Trust 2018-3
0,09-30-2018,0,5072683.83,65678.53,5072683.83,145078.02000000002,7054718.55,506732.49000000005,103501664.0300002,189467.15999999997,248853847.73000035,68959.51999999999,196378038.09999883,Honda Auto Receivables 2017-1 Owner Trust
0,08-31-2018,0,5301102.67,72792.63,5301102.67,111765.39,7403126.019999993,576234.5400000002,108067624.18000025,249969.78999999998,260932983.47000062,168.77,206705291.4299998,Honda Auto Receivables 2017-1 Owner Trust
0,07-31-2018,0,5591289.139999997,56717.59,5591289.139999997,145167.38,7786952.590000001,624778.81,113728031.42000024,199041.04999999996,274902344.6400015,0,218186075.8799996,Honda Auto Receivables 2017-1 Owner Trust
0,06-30-2018,0,5845967.110000004,58519.26,5845967.110000004,50485.44,8294420.73000001,491734.69,119510760.30000024,204716.05999999997,288181450.37,0,229597731.08999953,Honda Auto Receivables 2017-1 Owner Trust
0,05-31-2018,0,6157646.299999996,17881.28,6157646.299999996,121041.47999999998,8659415.020000001,574720.01,125562906.11000031,241978.15999999997,302866615.3999989,38062.18,241838596.93999988,Honda Auto Receivables 2017-1 Owner Trust
0,04-30-2018,0,6479963.889999998,17881.28,6479963.889999998,51901.76,9011127.750000002,539489.18,131594375.02999985,304933.73,317841295.4900005,17366.129999999997,254508028.2200001,Honda Auto Receivables 2017-1 Owner Trust
0,03-31-2018,0,6796827.04,31595.23,6796827.04,32192.0,9530563.189999996,570197.88,137975323.57000008,435057.73,333065603.87000257,44712.380000000005,267105136.92999852,Honda Auto Receivables 2017-1 Owner Trust
0,02-28-2018,0,7134988.839999991,31595.23,7134988.839999991,87991.20999999999,9968729.569999985,987073.0399999999,144705560.43999997,496774.56000000006,349774719.29999846,25517.73,281242347.3999985,Honda Auto Receivables 2017-1 Owner Trust
0,01-31-2018,0,7524262.669999997,49784.100000000006,7524262.669999997,96843.13,10389223.780000003,948852.2499999998,150832271.58999968,415713.42000000004,365323154.08000165,2325.51,294477730.3900015,Honda Auto Receivables 2017-1 Owner Trust
0,12-31-2017,0,7885056.790000003,46421.91,7885056.790000003,173864.29,10829590.61,875375.36,157241535.9400006,349023.6599999999,381620403.71999884,2800.64,308936566.72999954,Honda Auto Receivables 2017-1 Owner Trust
0,11-30-2017,0,8324141.619999997,104844.30999999998,8324141.619999997,158415.41999999998,11270408.700000003,717066.1399999999,163649920.70999977,367045.7599999999,398154768.75999886,19994.93,323050195.9800018,Honda Auto Receivables 2017-1 Owner Trust
0,10-31-2017,0,8678052.360000009,90418.4,8678052.360000009,230365.94,11699489.750000002,919526.9799999999,170692734.2500001,298242.29,414988308.1499984,18977.879999999997,336947914.31000084,Honda Auto Receivables 2017-1 Owner Trust
0,09-30-2017,0,9153130.649999995,56322.25,9153130.649999995,209875.32,12219139.569999998,954349.03,177841047.65999958,316840.18,432141735.01000106,1256.15,351238176.1200006,Honda Auto Receivables 2017-1 Owner Trust
0,08-31-2017,0,9471689.729999987,82590.91,9471689.729999987,179372.27,12578059.210000008,806683.23,184996739.88000014,293420.79,449929966.20000017,4479.27,366193195.3000005,Honda Auto Receivables 2017-1 Owner Trust
0,07-31-2017,0,9851028.17,53054.81,9851028.17,97013.94000000002,13154790.189999986,566075.92,192217924.57999983,269159.51,468689677.34000045,0,381914887.5199993,Honda Auto Receivables 2017-1 Owner Trust
0,06-30-2017,0,10247923.720000012,22271.45,10247923.720000012,166780.02,13626156.420000002,646851.84,199789760.63999948,227378.96000000002,486875758.56,0,396621027.66999984,Honda Auto Receivables 2017-1 Owner Trust
0,05-31-2017,0,10706584.450000005,43968.79,10706584.450000005,151891.93000000002,14124771.15999999,770473.6100000001,207124282.7500001,163786.36000000002,505547834.8300015,17800.5,412374776.2499962,Honda Auto Receivables 2017-1 Owner Trust
0,04-30-2017,0,11062192.449999997,49930.61,11062192.449999997,44964.42,14659521.189999992,354050.85,215271974.35000056,26632.309999999998,524578004.7799977,0,428000459.6799981,Honda Auto Receivables 2017-1 Owner Trust
0,03-31-2017,0,11457214.050000003,0,11457214.050000003,0,15182961.559999987,0,222032440.41999975,0,543151996.8499993,0,442912224.24000025,Honda Auto Receivables 2017-1 Owner Trust
0,02-28-2017,0,11949207.54,0,11949207.54,0,15793732.89999998,0,230039837.6600004,0,563984169.9400033,0,460284334.16000116,Honda Auto Receivables 2017-1 Owner Trust
0,02-28-2017,0,11949207.54,0,11949207.54,0,15793732.89999998,0,230039837.6600004,0,563984169.9400033,0,460284334.16000116,Honda Auto Receivables 2017-1 Owner Trust
0,09-30-2018,0,5343628.1000000015,1681.32,5343628.1000000015,188521.66,8579099.01,726165.6699999999,108664578.2499999,172069.09,292722252.0100001,26403.09,282775837.3899984,Honda Auto Receivables 2017-2 Owner Trust
0,08-31-2018,0,5551838.330000007,39917.41,5551838.330000007,157389.91,8927505.469999995,669305.1399999999,113475777.42999983,270810.52,305644331.98000014,62854.03,295210958.0500009,Honda Auto Receivables 2017-2 Owner Trust
0,07-31-2018,0,5808224.659999998,22621.8,5808224.659999998,165022.11,9386963.249999994,496460.65,118695467.7800001,212724.59,319931873.55000156,67070.39,309531725.0000016,Honda Auto Receivables 2017-2 Owner Trust
0,06-30-2018,0,6042447.460000007,38425.23,6042447.460000007,134798.28999999998,10042736.180000003,713254.8200000002,124393343.0300002,239796.08000000002,334193405.74999845,54252.34,323274966.5900005,Honda Auto Receivables 2017-2 Owner Trust
0,05-31-2018,0,6314759.760000002,71481.14,6314759.760000002,151034.70999999996,10561595.079999998,567613.78,130164296.80000013,176608.14,349364183.7999998,42746.89,337658577.15000105,Honda Auto Receivables 2017-2 Owner Trust
0,04-30-2018,0,6663115.039999999,72513.73,6663115.039999999,187715.45,11147378.530000009,761376.8300000001,136032879.14999983,153655.51,365279656.1799976,48307.18,352550285.0399984,Honda Auto Receivables 2017-2 Owner Trust
0,03-31-2018,0,7003576.769999997,86191.12000000001,7003576.769999997,161348.37,11678059.619999997,854356.4399999998,142098468.30999994,268820.66,380613505.45999986,26993.489999999998,367609806.87999946,Honda Auto Receivables 2017-2 Owner Trust
0,02-28-2018,0,7369340.530000002,84689.18000000001,7369340.530000002,212407.19,12189669.379999997,951169.7599999998,148440268.62000054,214239.45,397827572.8799998,16805.29,383601618.8000011,Honda Auto Receivables 2017-2 Owner Trust
0,01-31-2018,0,7652725.09999999,103098.69,7652725.09999999,182395.14,12798709.030000014,992441.9999999997,154537407.1399994,163923.33000000002,412834035.3899982,32751.489999999998,398411157.5100033,Honda Auto Receivables 2017-2 Owner Trust
0,12-31-2017,0,7973342.7200000025,65774.35,7973342.7200000025,183982.54000000004,13337637.740000006,900871.3299999997,161099834.51999977,220328.12999999998,429778375.32000065,44620.35,414388898.70999914,Honda Auto Receivables 2017-2 Owner Trust
0,11-30-2017,0,8301942.909999999,42485.24,8301942.909999999,116260.11,13871223.250000006,618719.21,167406286.61000037,155874.88999999998,446521126.1399985,17587.14,430666257.83999765,Honda Auto Receivables 2017-2 Owner Trust
0,10-31-2017,0,8597681.159999998,46662.84,8597681.159999998,148980.05999999997,14506834.819999984,617865.3099999999,173700236.0099998,212628.37,462891561.3999964,0,446252718.3899992,Honda Auto Receivables 2017-2 Owner Trust
0,09-30-2017,0,9051231.529999996,44672.6,9051231.529999996,67749.0,15174404.459999967,442062.06000000006,180799912.54000044,146489.13,479948995.7599982,26477.05,462646417.32999915,Honda Auto Receivables 2017-2 Owner Trust
0,08-31-2017,0,9427542.020000007,67203.98,9427542.020000007,153389.13999999998,15813638.449999988,336723.4700000001,187509999.54999945,131988.02000000002,497154196.69999695,16037.29,479066748.2799975,Honda Auto Receivables 2017-2 Owner Trust
0,08-31-2017,0,8402823.489999998,0,8402823.489999998,0,12699600.23000001,0,157249887.87999982,0,422416826.59000015,0,399230863.1800001,Honda Auto Receivables 2017-2 Owner Trust
0,07-31-2017,0,9754478.479999993,13836.67,9754478.479999993,44845.729999999996,16433437.190000005,218118.36,194513936.66999975,78261.89,515010753.66999817,6876.67,495831759.6299981,Honda Auto Receivables 2017-2 Owner Trust
0,06-30-2017,0,10109817.919999994,0,10109817.919999994,0,17075511.270000014,0,201173765.90000096,0,532422265.73000056,0,511758888.83000076,Honda Auto Receivables 2017-2 Owner Trust
0,05-31-2017,0,10579103.150000002,0,10579103.150000002,0,17681594.36,0,208236188.4800002,0,551229340.6199962,0,528899552.6800001,Honda Auto Receivables 2017-2 Owner Trust
0,05-31-2017,0,13524933.729999991,0,13524933.729999991,0,22148033.480000023,0,260807071.06,0,688585847.2499952,0,660701974.6299992,Honda Auto Receivables 2017-2 Owner Trust
0,09-30-2018,0,4766396.760000003,8356.99,4766396.760000003,193605.41999999998,7300966.8199999975,546313.47,94368076.36999999,155029.6,261927500.9599983,0,246274085.84000075,Honda Auto Receivables 2017-3 Owner Trust
0,08-31-2018,0,5002762.130000007,49337.619999999995,5002762.130000007,64238.299999999996,7584214.960000003,307130.97000000003,98515713.95999995,167618.42,272389971.08999926,38761.0,256789927.0799996,Honda Auto Receivables 2017-3 Owner Trust
0,07-31-2018,0,5270080.520000002,83838.76,5270080.520000002,86419.36,7959317.64,373388.7,102951120.74000025,251779.4,284083939.3399989,50001.759999999995,268131374.55999717,Honda Auto Receivables 2017-3 Owner Trust
0,06-30-2018,0,5461654.180000001,70228.01000000001,5461654.180000001,111842.28,8458584.629999997,349537.49,107282948.78999998,102312.38,295475879.78999925,0,279264106.0900006,Honda Auto Receivables 2017-3 Owner Trust
0,05-31-2018,0,5707819.010000001,15288.36,5707819.010000001,99602.98000000001,8819139.430000002,339122.06,112196776.53000034,182917.74000000005,307242508.33999926,22107.43,290671523.4699997,Honda Auto Receivables 2017-3 Owner Trust
0,04-30-2018,0,5983344.520000004,48834.55,5983344.520000004,68592.35,9254869.360000003,410253.50999999995,117102610.61999984,170877.03,319754719.73,0,302188671.66000026,Honda Auto Receivables 2017-3 Owner Trust
0,03-31-2018,0,6306797.3500000015,40097.21,6306797.3500000015,92643.72,9720192.569999997,435445.3600000001,121881307.14,164474.58,332319081.859999,20809.37,313898501.509999,Honda Auto Receivables 2017-3 Owner Trust
0,02-28-2018,0,6684646.3999999985,76653.47,6684646.3999999985,152690.79,10232722.7,455244.5300000001,127138448.33999957,197243.24,345685877.9999981,31955.4,326461042.18000025,Honda Auto Receivables 2017-3 Owner Trust
0,01-31-2018,0,6959554.56,85905.44,6959554.56,192747.72000000003,10693737.909999989,330213.95,131849918.40000035,293410.63,357676999.7499973,41785.7,338175863.3700023,Honda Auto Receivables 2017-3 Owner Trust
0,12-31-2017,0,7149654.72,70697.19,7149654.72,161065.2,11135430.980000004,457103.07,136929675.04000008,167049.59,370556101.95999765,9071.77,350753633.4299991,Honda Auto Receivables 2017-3 Owner Trust
0,11-30-2017,0,7365661.159999993,20449.4,7365661.159999993,140309.63,11533342.949999996,422453.0299999999,142129770.18999967,99710.5,383288006.5199993,24132.85,362719380.2100004,Honda Auto Receivables 2017-3 Owner Trust
0,10-31-2017,0,7681664.839999996,20584.57,7681664.839999996,76333.44,11926024.679999994,191861.99,147187553.98000023,76706.05,396182733.58000207,0,374720539.7000002,Honda Auto Receivables 2017-3 Owner Trust
0,09-30-2017,0,8040356.600000006,0,8040356.600000006,0,12347794.950000012,14075.23,152290741.56999964,0,409246262.7699979,0,386821510.2099999,Honda Auto Receivables 2017-3 Owner Trust
0,08-31-2017,0,8402823.489999998,0,8402823.489999998,0,12699600.23000001,0,157249887.87999982,0,422416826.59000015,0,399230863.1800001,Honda Auto Receivables 2017-3 Owner Trust
0,09-30-2018,0,6199181.039999997,2101.29,6199181.039999997,262220.16000000003,9224307.349999998,1073486.7100000002,136649157.79999995,236412.12999999998,364584802.05000126,37198.9,340994765.2400024,Honda Auto Receivables 2017-4 Owner Trust
0,08-31-2018,0,6381342.890000003,11253.779999999999,6381342.890000003,206620.65,9767860.169999998,705760.0199999999,142204130.7200002,275362.26999999996,378684288.75999945,0,354172364.56,Honda Auto Receivables 2017-4 Owner Trust
0,07-31-2018,0,6643382.489999996,11071.63,6643382.489999996,154181.36,10305764.36,608300.68,148410220.8800001,242597.71,394373227.150001,9432.45,368404100.8199978,Honda Auto Receivables 2017-4 Owner Trust
0,06-30-2018,0,6944154.520000001,19482.93,6944154.520000001,166021.28,10838143.930000015,634863.8200000001,154984700.81999972,259023.41999999998,409784349.29000026,42755.07000000001,382693782.1899998,Honda Auto Receivables 2017-4 Owner Trust
0,05-31-2018,0,7302212.17,34979.82,7302212.17,105156.22,11319271.240000006,620103.9600000001,162014627.2899996,408302.49,425569633.84000206,39688.41,397220257.64999986,Honda Auto Receivables 2017-4 Owner Trust
0,04-30-2018,0,7587597.4700000025,34979.82,7587597.4700000025,158413.85,12052841.870000003,571243.4700000001,168880243.03999946,298945.89999999997,442387780.76000154,0,412097974.55000263,Honda Auto Receivables 2017-4 Owner Trust
0,03-31-2018,0,7863331.719999997,70483.66,7863331.719999997,129844.09999999999,12614759.950000018,651633.2,175923389.10999972,183018.2,458637874.1299998,61898.520000000004,426886922.73000425,Honda Auto Receivables 2017-4 Owner Trust
0,02-28-2018,0,8299857.909999999,48800.75,8299857.909999999,110483.41,13273559.370000001,624542.07,182826025.31000102,188115.03,475937836.2400001,75349.62,442580261.52999806,Honda Auto Receivables 2017-4 Owner Trust
0,01-31-2018,0,8661578.51,38417.68,8661578.51,101909.76999999999,13848524.849999975,542720.5599999999,189389289.35000092,80350.66,492231677.50999826,72093.75,457556778.6399974,Honda Auto Receivables 2017-4 Owner Trust
0,12-31-2017,0,9030273.050000003,24020.79,9030273.050000003,82415.76000000001,14396723.519999998,402354.98000000004,196317766.49999955,33493.67,509572047.04999876,57132.0,472737649.2600025,Honda Auto Receivables 2017-4 Owner Trust
0,11-30-2017,0,9402171.760000011,0,9402171.760000011,0,14958655.440000005,9274.0,203208010.51999944,0,526024681.3399981,0,488033513.64999956,Honda Auto Receivables 2017-4 Owner Trust
0,10-31-2017,0,7645050.850000007,0,7645050.850000007,0,12206599.129999992,0,170664105.68999967,0,433754255.4400001,0,401399034.7300002,Honda Auto Receivables 2017-4 Owner Trust
0,10-31-2017,0,9727949.200000014,0,9727949.200000014,0,15641420.779999994,0,210217054.66999972,0,542941993.0599998,0,503527816.17000055,Honda Auto Receivables 2017-4 Owner Trust
